ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11956924,JD122289,01/20/2020 03:09:00 PM,040XX W 27TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,False,1031,10.0,22.0,30.0,18,1150051.0,1885750.0,2020,01/27/2020 03:53:45 PM,41.842405375,-87.724851247,"(41.842405375, -87.724851247)"
12015772,JD193186,03/22/2020 03:00:00 AM,073XX S EVANS AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,323,3.0,6.0,69.0,11,1182494.0,1856542.0,2020,03/29/2020 03:45:26 PM,41.761563793,-87.606701519,"(41.761563793, -87.606701519)"
12143585,JD341582,08/22/2020 04:00:00 PM,074XX N WESTERN AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2411,24.0,50.0,2.0,06,1159016.0,1949514.0,2020,08/29/2020 03:50:15 PM,42.017199205,-87.690196849,"(42.017199205, -87.690196849)"
11961588,JD127906,01/25/2020 04:35:00 AM,063XX N GREENVIEW AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,True,2433,24.0,48.0,77.0,14,1165151.0,1942415.0,2020,02/01/2020 03:50:49 PM,41.997590702,-87.667824647,"(41.997590702, -87.667824647)"
12141910,JD339707,08/20/2020 11:50:00 PM,059XX N RIDGE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,HOTEL / MOTEL,False,False,2012,20.0,40.0,77.0,14,1164087.0,1939861.0,2020,08/27/2020 03:55:18 PM,41.99060508,-87.671811275,"(41.99060508, -87.671811275)"
11959695,JD125598,01/23/2020 06:34:00 AM,089XX S BLACKSTONE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,413,4.0,8.0,48.0,26,1187680.0,1845914.0,2020,01/30/2020 03:56:40 PM,41.732277748,-87.588031985,"(41.732277748, -87.588031985)"
12037374,JD216505,04/24/2020 09:58:00 PM,005XX S LOCKWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1522,15.0,29.0,25.0,14,1141095.0,1897064.0,2020,05/01/2020 03:49:55 PM,41.873621962,-87.757439225,"(41.873621962, -87.757439225)"
11996506,JD170391,02/24/2020 06:25:00 PM,046XX N DOVER ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1913,19.0,46.0,3.0,06,1165862.0,1930847.0,2020,03/04/2020 03:48:36 PM,41.965832567,-87.665540923,"(41.965832567, -87.665540923)"
12187984,JD393150,09/18/2020 04:00:00 PM,007XX N WABASH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,COMMERCIAL / BUSINESS OFFICE,False,False,1834,18.0,42.0,8.0,07,1176605.0,1905241.0,2020,10/11/2020 03:44:44 PM,41.895332318,-87.62681724,"(41.895332318, -87.62681724)"
12060488,JD243912,05/26/2020 10:33:00 PM,048XX W MONROE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,True,True,1533,15.0,28.0,25.0,08B,1144097.0,1899222.0,2020,06/02/2020 03:49:38 PM,41.879487981,-87.746363028,"(41.879487981, -87.746363028)"
12014943,JD192321,03/21/2020 05:00:00 PM,037XX N RECREATION DR,0820,THEFT,$500 AND UNDER,PARK PROPERTY,False,False,1925,19.0,46.0,6.0,06,1171826.0,1925510.0,2020,03/28/2020 03:49:09 PM,41.951058037,-87.643770543,"(41.951058037, -87.643770543)"
12075070,JD260593,06/10/2020 06:00:00 PM,029XX W WARREN BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1222,12.0,27.0,27.0,07,1156761.0,1900212.0,2020,06/17/2020 03:57:35 PM,41.881957552,-87.69983567,"(41.881957552, -87.69983567)"
12179854,JD383656,09/17/2020 12:01:00 AM,040XX S ROCKWELL ST,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,True,921,9.0,12.0,58.0,17,1159698.0,1877825.0,2020,12/18/2020 03:48:35 PM,41.820465252,-87.689667205,"(41.820465252, -87.689667205)"
12029320,JD208114,04/13/2020 12:15:00 PM,016XX S SAWYER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,1022,10.0,24.0,29.0,08B,1154966.0,1891633.0,2020,04/20/2020 03:49:29 PM,41.858452037,-87.706656897,"(41.858452037, -87.706656897)"
12134322,JD330684,08/13/2020 09:10:00 AM,041XX W OGDEN AVE,0560,ASSAULT,SIMPLE,STREET,False,False,1013,10.0,22.0,29.0,08A,1148962.0,1888388.0,2020,08/20/2020 03:49:41 PM,41.84966549,-87.728779464,"(41.84966549, -87.728779464)"
12237338,JD449405,12/04/2020 01:00:00 PM,001XX N HAMLIN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1122,11.0,28.0,26.0,08B,1151042.0,1900282.0,2020,12/17/2020 03:44:58 PM,41.882263564,-87.720834061,"(41.882263564, -87.720834061)"
12219709,JD429641,11/12/2020 08:21:00 PM,005XX S STATE ST,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,123,1.0,4.0,32.0,06,1176447.0,1897895.0,2020,12/17/2020 03:44:58 PM,41.875178061,-87.627619404,"(41.875178061, -87.627619404)"
11994257,JD167726,02/28/2020 10:10:00 AM,010XX W 64TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,724,7.0,16.0,68.0,18,1170531.0,1862379.0,2020,03/06/2020 03:48:48 PM,41.777850177,-87.650377017,"(41.777850177, -87.650377017)"
12044214,JD224956,04/14/2020 12:00:00 AM,041XX N WESTERN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,1911,19.0,47.0,5.0,26,1159627.0,1927589.0,2020,05/08/2020 03:48:21 PM,41.957023504,-87.688555904,"(41.957023504, -87.688555904)"
12171621,JD374158,09/20/2020 09:30:00 PM,001XX W CHICAGO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1832,18.0,2.0,8.0,14,1174834.0,1905691.0,2020,09/27/2020 03:50:44 PM,41.896606976,-87.633308133,"(41.896606976, -87.633308133)"
11951109,JD115207,01/13/2020 11:00:00 PM,046XX N KENTON AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1722,17.0,39.0,16.0,06,1144870.0,1930348.0,2020,01/20/2020 03:52:22 PM,41.964886287,-87.742737521,"(41.964886287, -87.742737521)"
12226469,JD437466,11/21/2020 02:25:00 AM,078XX S SOUTH SHORE DR,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,421,4.0,7.0,43.0,14,1197744.0,1854151.0,2020,12/17/2020 03:44:58 PM,41.754635641,-87.55088962,"(41.754635641, -87.55088962)"
11998351,JD172911,03/03/2020 04:44:00 PM,050XX W BARRY AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENTIAL YARD (FRONT/BACK),True,False,2521,25.0,31.0,19.0,26,1142146.0,1920139.0,2020,03/10/2020 03:50:50 PM,41.936922951,-87.753007265,"(41.936922951, -87.753007265)"
12235158,JD447597,12/02/2020 02:13:00 PM,068XX S STONY ISLAND AVE,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,CONVENIENCE STORE,False,False,332,3.0,5.0,43.0,04A,1188039.0,1860010.0,2020,12/17/2020 03:44:58 PM,41.770949956,-87.586268451,"(41.770949956, -87.586268451)"
12327118,JE183279,11/21/2020 12:00:00 AM,015XX W FARGO AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,2422,24.0,49.0,1.0,06,,,2020,03/30/2021 04:51:43 PM,,,
12110571,JD302871,07/19/2020 02:30:00 PM,024XX S WALLACE ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,914,9.0,11.0,34.0,06,1172602.0,1888201.0,2020,07/26/2020 03:52:59 PM,41.848662889,-87.64202317,"(41.848662889, -87.64202317)"
12177243,JD380503,09/26/2020 11:00:00 PM,055XX S ABERDEEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,712,7.0,16.0,68.0,14,1169930.0,1867969.0,2020,10/03/2020 03:50:39 PM,41.793202868,-87.652418003,"(41.793202868, -87.652418003)"
12159496,JD358678,09/02/2020 02:00:00 PM,019XX N NEW ENGLAND AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,2513,25.0,29.0,25.0,08A,1130115.0,1912223.0,2020,09/10/2020 03:49:52 PM,41.915415441,-87.797405518,"(41.915415441, -87.797405518)"
11982867,JD154095,02/16/2020 04:00:00 PM,003XX S HAMLIN BLVD,0890,THEFT,FROM BUILDING,APARTMENT,False,False,1133,11.0,28.0,26.0,06,1151093.0,1898340.0,2020,02/23/2020 03:48:38 PM,41.876933506,-87.72069769,"(41.876933506, -87.72069769)"
12028629,JD207358,04/12/2020 03:45:00 AM,030XX N LOWELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,2523,25.0,31.0,20.0,08B,1146788.0,1920056.0,2020,04/19/2020 03:46:00 PM,41.936607696,-87.735949211,"(41.936607696, -87.735949211)"
12005724,JD181636,03/10/2020 09:00:00 AM,016XX S CALIFORNIA BLVD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,1023,10.0,24.0,29.0,26,1157959.0,1891654.0,2020,03/17/2020 03:49:59 PM,41.858449191,-87.695670058,"(41.858449191, -87.695670058)"
12015891,JD193307,03/23/2020 11:00:00 AM,033XX W WARNER AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,False,False,1724,17.0,33.0,16.0,11,1153385.0,1927401.0,2020,03/30/2020 03:51:28 PM,41.956634202,-87.711508441,"(41.956634202, -87.711508441)"
11986919,JD158615,02/16/2020 10:00:00 AM,064XX N RIDGE BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,2412,24.0,50.0,2.0,08B,1162609.0,1942794.0,2020,02/23/2020 03:48:38 PM,41.998684522,-87.677165018,"(41.998684522, -87.677165018)"
12127447,JD322277,08/05/2020 06:00:00 PM,048XX N CLARK ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE - GARAGE,False,False,2032,20.0,47.0,3.0,04A,1165291.0,1932264.0,2020,08/12/2020 03:54:06 PM,41.969733062,-87.667599885,"(41.969733062, -87.667599885)"
12016851,JD194295,03/24/2020 08:32:00 PM,005XX E PERSHING RD,0560,ASSAULT,SIMPLE,APARTMENT,False,True,212,2.0,4.0,35.0,08A,1180472.0,1879234.0,2020,03/31/2020 03:48:51 PM,41.823879333,-87.613415811,"(41.823879333, -87.613415811)"
12183582,JD388058,10/04/2020 02:38:00 AM,014XX W 114TH PL,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,2234,22.0,34.0,75.0,04B,1168928.0,1828818.0,2020,10/11/2020 03:47:01 PM,41.685788705,-87.657220124,"(41.685788705, -87.657220124)"
12096515,JD286002,07/04/2020 02:30:00 PM,046XX N CLAREMONT AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1911,19.0,47.0,4.0,05,1159870.0,1930540.0,2020,07/11/2020 03:49:11 PM,41.965116182,-87.687580807,"(41.965116182, -87.687580807)"
12136966,JD333794,08/15/2020 07:40:00 PM,040XX W HIRSCH ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,2534,25.0,26.0,23.0,04B,1149150.0,1909015.0,2020,08/22/2020 03:47:40 PM,41.906264681,-87.72755514,"(41.906264681, -87.72755514)"
11955313,JD117058,01/15/2020 12:00:00 PM,019XX W CRYSTAL ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1424,14.0,1.0,24.0,06,1163201.0,1908345.0,2020,01/22/2020 03:52:29 PM,41.904142261,-87.675959266,"(41.904142261, -87.675959266)"
12221452,JD431725,11/15/2020 02:51:00 AM,037XX S WENTWORTH AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,False,False,915,9.0,3.0,34.0,15,1175560.0,1880217.0,2020,12/17/2020 03:44:58 PM,41.8266883,-87.631406629,"(41.8266883, -87.631406629)"
12207089,JD414451,10/29/2020 01:15:00 PM,029XX E 131ST ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,PARK PROPERTY,False,False,433,4.0,10.0,55.0,14,1197600.0,1818700.0,2020,12/17/2020 03:44:58 PM,41.657358371,-87.552595175,"(41.657358371, -87.552595175)"
12245858,JD460009,12/10/2020 09:04:00 AM,023XX W 21ST PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1234,12.0,25.0,31.0,11,1161200.0,1889685.0,2020,12/18/2020 03:48:35 PM,41.852979389,-87.683828168,"(41.852979389, -87.683828168)"
12111702,JD303487,07/08/2020 10:30:00 AM,002XX N Garland CT,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,111,1.0,42.0,32.0,11,1177051.0,1901798.0,2020,07/23/2020 05:53:34 PM,41.885874461,-87.625283558,"(41.885874461, -87.625283558)"
12029246,JD208050,04/13/2020 10:30:00 AM,050XX N PULASKI RD,0860,THEFT,RETAIL THEFT,TAVERN / LIQUOR STORE,False,False,1712,17.0,39.0,13.0,06,1148820.0,1933106.0,2020,04/20/2020 03:49:29 PM,41.972378802,-87.728142611,"(41.972378802, -87.728142611)"
11948929,JD112681,01/12/2020 12:05:00 AM,033XX W MADISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1123,11.0,28.0,27.0,08B,1154121.0,1899819.0,2020,01/19/2020 03:49:20 PM,41.880932187,-87.70954025,"(41.880932187, -87.70954025)"
12099546,JD289685,07/07/2020 05:55:00 PM,067XX S COTTAGE GROVE AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,GAS STATION,False,False,321,3.0,20.0,42.0,03,1182717.0,1860597.0,2020,07/14/2020 03:49:25 PM,41.77268594,-87.605758495,"(41.77268594, -87.605758495)"
12148284,JD346889,08/26/2020 12:01:00 AM,080XX S LUELLA AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,414,4.0,8.0,46.0,05,1192592.0,1852004.0,2020,09/02/2020 03:54:18 PM,41.748871121,-87.569839601,"(41.748871121, -87.569839601)"
12170103,JD372414,09/19/2020 12:36:00 PM,113XX S PRAIRIE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,False,False,531,5.0,9.0,49.0,15,1179938.0,1829729.0,2020,09/26/2020 03:49:12 PM,41.688044434,-87.616887307,"(41.688044434, -87.616887307)"
12117803,JD311291,07/27/2020 06:25:00 AM,038XX W 80TH PL,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,True,False,834,8.0,18.0,70.0,06,1152188.0,1850932.0,2020,08/03/2020 03:55:19 PM,41.746817817,-87.71792368,"(41.746817817, -87.71792368)"
12109163,JD301305,07/18/2020 02:10:00 AM,057XX N BROADWAY,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,False,False,2022,20.0,48.0,77.0,14,1167278.0,1938038.0,2020,07/25/2020 03:53:38 PM,41.985534487,-87.660126814,"(41.985534487, -87.660126814)"
12085586,JD273056,06/22/2020 11:00:00 PM,109XX S AVENUE C,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",STREET,True,True,432,4.0,10.0,52.0,04B,1204459.0,1832939.0,2020,07/01/2020 03:48:16 PM,41.696258262,-87.527009964,"(41.696258262, -87.527009964)"
12004824,JD180570,03/09/2020 10:30:00 PM,019XX W CHICAGO AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESTAURANT,False,False,1212,12.0,1.0,24.0,05,1163413.0,1905358.0,2020,03/16/2020 03:53:35 PM,41.895941249,-87.6752647,"(41.895941249, -87.6752647)"
12216950,JD426123,10/14/2020 08:00:00 AM,091XX S SOUTH CHICAGO AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,BANK,False,False,423,4.0,7.0,48.0,11,1196745.0,1844940.0,2020,12/17/2020 03:44:58 PM,41.729384811,-87.554855936,"(41.729384811, -87.554855936)"
12038448,JD218315,04/27/2020 01:00:00 PM,119XX S MICHIGAN AVE,0340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",False,False,532,5.0,9.0,53.0,03,1178981.0,1825999.0,2020,05/04/2020 03:49:32 PM,41.677830552,-87.620503762,"(41.677830552, -87.620503762)"
12203907,JD411680,10/21/2020 04:53:00 PM,048XX W FULTON ST,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,APARTMENT,False,False,1532,15.0,28.0,25.0,10,1143864.0,1901491.0,2020,12/17/2020 03:44:58 PM,41.88571876,-87.747161672,"(41.88571876, -87.747161672)"
12210001,JD418508,11/02/2020 12:14:00 PM,017XX N HARLEM AVE,031A,ROBBERY,ARMED - HANDGUN,BANK,False,False,2513,25.0,29.0,25.0,03,1127825.0,1910741.0,2020,12/17/2020 03:44:58 PM,41.911387595,-87.805852428,"(41.911387595, -87.805852428)"
11994532,JD167913,02/28/2020 12:25:00 PM,003XX W SUPERIOR ST,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,1831,18.0,42.0,8.0,08B,1174009.0,1905304.0,2020,03/06/2020 03:48:48 PM,41.895563458,-87.636349732,"(41.895563458, -87.636349732)"
12210484,JD419098,11/02/2020 07:30:00 AM,008XX E 50TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,223,2.0,4.0,39.0,14,1182685.0,1872039.0,2020,12/17/2020 03:44:58 PM,41.804084538,-87.605520738,"(41.804084538, -87.605520738)"
12267467,JE110406,08/18/2020 04:00:00 PM,034XX N HAMLIN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,1732,17.0,30.0,21.0,11,1150454.0,1922504.0,2020,01/14/2021 03:49:39 PM,41.943254317,-87.722411991,"(41.943254317, -87.722411991)"
11993197,JD166350,02/27/2020 03:37:00 AM,067XX S STONY ISLAND AVE,0460,BATTERY,SIMPLE,RESTAURANT,False,False,332,3.0,5.0,43.0,08B,1188026.0,1860690.0,2020,03/05/2020 03:54:09 PM,41.772816243,-87.586294452,"(41.772816243, -87.586294452)"
12216314,JD425715,11/06/2020 02:30:00 AM,012XX S MICHIGAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,132,1.0,3.0,33.0,07,1177422.0,1894769.0,2020,12/17/2020 03:44:58 PM,41.866578077,-87.624134464,"(41.866578077, -87.624134464)"
11995736,JD169275,02/29/2020 02:27:00 PM,017XX N LOREL AVE,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,False,False,2532,25.0,37.0,25.0,08B,1140460.0,1911094.0,2020,03/07/2020 03:47:57 PM,41.912133659,-87.759426119,"(41.912133659, -87.759426119)"
12650531,JF183124,01/13/2020 12:01:00 AM,023XX N RUTHERFORD AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,2512,25.0,36.0,18.0,11,,,2020,03/24/2022 04:46:57 PM,,,
12095182,JD284310,01/10/2020 09:00:00 AM,012XX N LA SALLE DR,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1821,18.0,2.0,8.0,11,1174912.0,1908513.0,2020,07/08/2020 03:51:55 PM,41.90434894,-87.632937036,"(41.90434894, -87.632937036)"
12027945,JD206528,04/09/2020 03:14:00 PM,026XX W CERMAK RD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,False,False,1034,10.0,24.0,30.0,11,1159207.0,1889299.0,2020,04/16/2020 03:47:11 PM,41.851961298,-87.691153739,"(41.851961298, -87.691153739)"
11977691,JD147302,02/10/2020 07:53:00 PM,011XX N MENARD AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,False,False,1511,15.0,29.0,25.0,15,1137481.0,1906977.0,2020,02/17/2020 03:47:53 PM,41.900890292,-87.770469536,"(41.900890292, -87.770469536)"
12221227,JD431221,10/23/2020 12:00:00 PM,101XX S BENSLEY AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,431,4.0,7.0,51.0,06,1194487.0,1838287.0,2020,12/17/2020 03:44:58 PM,41.711184095,-87.563345392,"(41.711184095, -87.563345392)"
12062799,JD246598,04/23/2020 11:00:00 AM,018XX S WABASH AVE,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",OTHER (SPECIFY),False,False,131,1.0,3.0,33.0,11,1177051.0,1891399.0,2020,06/03/2020 03:45:09 PM,41.857338981,-87.625598414,"(41.857338981, -87.625598414)"
12038667,JD218548,04/27/2020 05:45:00 PM,044XX W GUNNISON ST,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,False,False,1712,17.0,39.0,14.0,06,1145676.0,1931861.0,2020,05/04/2020 03:49:32 PM,41.969022792,-87.73973549,"(41.969022792, -87.73973549)"
12020179,JD197961,03/30/2020 01:31:00 AM,001XX W MARQUETTE RD,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,False,False,722,7.0,6.0,69.0,15,1176396.0,1860560.0,2020,04/06/2020 03:47:29 PM,41.772728813,-87.628930511,"(41.772728813, -87.628930511)"
12197532,JD404133,10/19/2020 10:05:00 AM,004XX E 63RD ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,SIDEWALK,True,False,313,3.0,20.0,42.0,18,1180133.0,1863331.0,2020,12/17/2020 03:44:58 PM,41.780247905,-87.615146952,"(41.780247905, -87.615146952)"
11940832,JD103313,01/03/2020 05:53:00 PM,0000X S STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,112,1.0,42.0,32.0,06,1176389.0,1900278.0,2020,01/10/2020 03:56:10 PM,41.88171846,-87.627760426,"(41.88171846, -87.627760426)"
12175979,JD379148,09/25/2020 03:00:00 PM,006XX W MADISON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,121,1.0,42.0,28.0,11,1172090.0,1900283.0,2020,10/02/2020 03:48:20 PM,41.881828083,-87.643545951,"(41.881828083, -87.643545951)"
12031592,JD210674,04/16/2020 04:00:00 PM,065XX S KARLOV AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,833,8.0,13.0,65.0,14,1150160.0,1860994.0,2020,04/23/2020 03:46:29 PM,41.7744692,-87.725094196,"(41.7744692, -87.725094196)"
12115410,JD308490,07/23/2020 05:00:00 PM,055XX W GLADYS AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,1522,15.0,29.0,25.0,05,1139693.0,1897797.0,2020,07/30/2020 03:47:03 PM,41.875659108,-87.762568861,"(41.875659108, -87.762568861)"
11986553,JD157989,02/19/2020 04:00:00 PM,079XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,STREET,False,False,624,6.0,6.0,44.0,08B,1182930.0,1852635.0,2020,02/26/2020 03:49:49 PM,41.750832464,-87.605224746,"(41.750832464, -87.605224746)"
12054966,JD237223,05/20/2020 02:18:00 AM,009XX W ADDISON ST,0340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,SIDEWALK,False,False,1923,19.0,44.0,6.0,03,1169448.0,1924112.0,2020,05/27/2020 03:47:37 PM,41.94727404,-87.652552714,"(41.94727404, -87.652552714)"
11950284,JD114156,01/13/2020 01:23:00 PM,068XX S WABASH AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,322,3.0,6.0,69.0,08A,1177905.0,1859690.0,2020,01/20/2020 03:52:22 PM,41.770307391,-87.623425284,"(41.770307391, -87.623425284)"
12008624,JD185003,03/13/2020 11:37:00 PM,065XX S DR MARTIN LUTHER KING JR DR,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,False,True,312,3.0,20.0,69.0,04B,1180043.0,1861837.0,2020,03/20/2020 03:49:40 PM,41.776150283,-87.615522623,"(41.776150283, -87.615522623)"
12207648,JD415942,10/30/2020 06:30:00 PM,006XX N FAIRBANKS CT,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE - GARAGE,False,False,1834,18.0,42.0,8.0,26,1178398.0,1904333.0,2020,12/17/2020 03:44:58 PM,41.89280002,-87.620259793,"(41.89280002, -87.620259793)"
12247076,JD461374,12/17/2020 08:13:00 AM,041XX W NELSON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2523,25.0,31.0,21.0,08B,1148064.0,1919953.0,2020,12/24/2020 03:51:05 PM,41.936300561,-87.731262371,"(41.936300561, -87.731262371)"
12021807,JD199775,04/01/2020 03:50:00 PM,035XX W GRAND AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1121,11.0,27.0,23.0,06,1152341.0,1907475.0,2020,04/08/2020 03:51:48 PM,41.901976339,-87.715874022,"(41.901976339, -87.715874022)"
11951484,JD115715,01/14/2020 04:00:00 PM,030XX E 87TH ST,5111,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,STREET,True,False,424,4.0,10.0,46.0,26,1198369.0,1847881.0,2020,01/21/2020 03:51:36 PM,41.737414687,-87.54880873,"(41.737414687, -87.54880873)"
11983538,JD154799,02/17/2020 11:05:00 AM,0000X W OHARE ST,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,CTA PLATFORM,True,False,1651,16.0,41.0,76.0,08A,1103730.0,1937488.0,2020,02/24/2020 03:53:46 PM,41.985157942,-87.893868581,"(41.985157942, -87.893868581)"
11955562,JD119696,01/17/2020 09:03:00 PM,056XX S CHRISTIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,822,8.0,14.0,63.0,14,1155007.0,1867054.0,2020,01/24/2020 03:52:11 PM,41.791003294,-87.707163945,"(41.791003294, -87.707163945)"
12124214,JD318951,08/02/2020 11:13:00 PM,025XX S WASHTENAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,1034,10.0,24.0,30.0,08B,1158765.0,1887176.0,2020,08/09/2020 03:49:41 PM,41.846144614,-87.692834118,"(41.846144614, -87.692834118)"
12151174,JD350361,08/30/2020 10:00:00 AM,081XX S RHODES AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,False,False,631,6.0,6.0,44.0,05,1181319.0,1851202.0,2020,09/06/2020 03:48:10 PM,41.746937414,-87.611172246,"(41.746937414, -87.611172246)"
12150386,JD349309,08/29/2020 01:30:00 AM,075XX S UNION AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,621,6.0,6.0,68.0,06,1172936.0,1855008.0,2020,09/05/2020 03:49:09 PM,41.757570521,-87.641777522,"(41.757570521, -87.641777522)"
